R_Name,hierarchy
SA-LTIA 52-1998 Sec64(a),64.1
SA-LTIA 52-1998 Sec64(b),64.2
SA-LTIA 52-1998 Sec65(1),65.1
SA-LTIA 52-1998 Sec65(2),65.2
SA-LTIA 52-1998 Sec65(3)(a),65.3.1
SA-LTIA 52-1998 Sec65(3)(b),65.3.2
SA-LTIA 52-1998 Sec66(1)(a),66.1.1
SA-LTIA 52-1998 Sec66(1)(b),66.1.2
SA-LTIA 52-1998 Sec66(2),66.2
SA-LTIA 52-1998 Sec67 ,NULL
SA-LTIA 52-1998 Sec68(1)(a),68.1.1
SA-LTIA 52-1998 Sec68(1)(b),68.1.2
SA-LTIA 52-1998 Sec68(2),68.2
SA-LTIA 52-1998 Sec68(3),68.3
SA-LTIA 52-1998 Sec69 ,NULL
SA-LTIA 52-1998 Sec7,7
SA-LTIA 52-1998 Sec70,70
SA-LTIA 52-1998 Sec71,71
SA-LTIA 52-1998 Sec72(1)(a),72.1.1
SA-LTIA 52-1998 Sec72(1)(b),72.1.2
SA-LTIA 52-1998 Sec72(1)(bA),NULL
SA-LTIA 52-1998 Sec72(1)(bB),72.1.27
SA-LTIA 52-1998 Sec72(1)(bC),NULL
SA-LTIA 52-1998 Sec72(1)(bD),NULL
SA-LTIA 52-1998 Sec72(1)(c),72.1.3
SA-LTIA 52-1998 Sec72(1)(d)(i),72.1.4.9
SA-LTIA 52-1998 Sec72(1)(d)(ii),72.1.4.34
SA-LTIA 52-1998 Sec72(1)(e)(i),72.1.5.9
SA-LTIA 52-1998 Sec72(1)(e)(ii),72.1.5.34
SA-LTIA 52-1998 Sec72(1)(f),72.1.6
SA-LTIA 52-1998 Sec72(1)(g),72.1.7
SA-LTIA 52-1998 Sec72(1)(gA)(i),NULL
SA-LTIA 52-1998 Sec72(1)(gA)(ii),NULL
SA-LTIA 52-1998 Sec72(1)(gA)(iii),NULL
SA-LTIA 52-1998 Sec72(1)(gA)(iv),NULL
SA-LTIA 52-1998 Sec72(1)(gA)(v),NULL
SA-LTIA 52-1998 Sec72(1)(gA)(vi),NULL
SA-LTIA 52-1998 Sec72(1)(h),72.1.8
SA-LTIA 52-1998 Sec72(2)(a),72.2.1
SA-LTIA 52-1998 Sec72(2)(b),72.2.2
SA-LTIA 52-1998 Sec72(2)(bA),NULL
SA-LTIA 52-1998 Sec72(2)(c),72.2.3
SA-LTIA 52-1998 Sec72(2A),72.2
SA-LTIA 52-1998 Sec72(2B),72.21
SA-LTIA 52-1998 Sec72(3),72.3
SA-LTIA 52-1998 Sec73,73
SA-LTIA 52-1998 Sec74(1)(c),74.1.3
SA-LTIA 52-1998 Sec74(1)(a),74.1.1
SA-LTIA 52-1998 Sec74(1)(b),74.1.2
SA-LTIA 52-1998 Sec74(1)(d),74.1.4
SA-LTIA 52-1998 Sec74(1)(e),74.1.5
SA-LTIA 52-1998 Sec74(2),74.2
SA-LTIA 52-1998 Sec75(a),75.1
SA-LTIA 52-1998 Sec75(b),75.2
SA-LTIA 52-1998 Sec75(c),75.3
SA-LTIA 52-1998 Sec75(d),75.4
SA-LTIA 52-1998 Sec75(e),75.5
SA-LTIA 52-1998 Sec75(f),75.6
SA-LTIA 52-1998 Sec75(g),75.7
SA-LTIA 52-1998 Sec75(h),75.8
SA-LTIA 52-1998 Sec75(i),75.9
SA-LTIA 52-1998 Sec76 ,NULL
SA-LTIA 52-1998 Sec8(1),8.1
SA-LTIA 52-1998 Sec8(2),8.2
SA-LTIA 52-1998 Sec8(3)(a),8.3.1
SA-LTIA 52-1998 Sec8(3)(b),8.3.2
SA-LTIA 52-1998 Sec8(4)(a),8.4.1
SA-LTIA 52-1998 Sec8(4)(b),8.4.2
SA-LTIA 52-1998 Sec8(5),8.5
SA-LTIA 52-1998 Sec9,9
SA-LTIA 52-1998 Sec9(4)(d)(iii)(bb),9.4.4.3.27
SA-PAIA 4-2003 Sec10,10
SA-PAIA 4-2003 Sec100,100
SA-PAIA 4-2003 Sec101,101
SA-PAIA 4-2003 Sec102(a),102.1
SA-PAIA 4-2003 Sec102(b),102.2
SA-PAIA 4-2003 Sec103(1),103.1
SA-PAIA 4-2003 Sec103(2)(a),103.2.1
SA-PAIA 4-2003 Sec103(2)(b),103.2.2
SA-PAIA 4-2003 Sec104(1)(a),104.1.1
SA-PAIA 4-2003 Sec104(1)(b),104.1.2
SA-PAIA 4-2003 Sec104(1)(c),104.1.3
SA-PAIA 4-2003 Sec104(1)(d),104.1.4
SA-PAIA 4-2003 Sec104(1)(e),104.1.5
SA-PAIA 4-2003 Sec104(2),104.2
SA-PAIA 4-2003 Sec105(1),105.1
SA-PAIA 4-2003 Sec105(2)(a),105.2.1
SA-PAIA 4-2003 Sec105(2)(b),105.2.2
SA-PAIA 4-2003 Sec105(3)(a)(i)(b),105.3.1.9.2
SA-PAIA 4-2003 Sec105(3)(a)(ii)(b),105.3.1.34.2
SA-PAIA 4-2003 Sec105(4),105.4
SA-PAIA 4-2003 Sec105(5)(a),105.5.1
SA-PAIA 4-2003 Sec105(5)(b),105.5.2
SA-PAIA 4-2003 Sec106(1)(a),106.1.1
SA-PAIA 4-2003 Sec106(1)(b),106.1.2
SA-PAIA 4-2003 Sec106(2)(a)(i),106.2.1.9
SA-PAIA 4-2003 Sec106(2)(a)(ii),106.2.1.34
SA-PAIA 4-2003 Sec106(2)(b),106.2.2
SA-PAIA 4-2003 Sec106(2)(c),106.2.3
SA-PAIA 4-2003 Sec106(2)(d),106.2.4
SA-PAIA 4-2003 Sec106(3),106.3
SA-PAIA 4-2003 Sec106(4)(a),106.4.1
SA-PAIA 4-2003 Sec106(4)(b),106.4.2
SA-PAIA 4-2003 Sec106(5),106.5
SA-PAIA 4-2003 Sec107(a),107.1
SA-PAIA 4-2003 Sec107(b),107.2
SA-PAIA 4-2003 Sec108,108
SA-PAIA 4-2003 Sec109(1),109.1
SA-PAIA 4-2003 Sec109(10),109.1
SA-PAIA 4-2003 Sec109(2)(a),109.2.1
SA-PAIA 4-2003 Sec109(2)(b),109.2.2
SA-PAIA 4-2003 Sec109(2)(c),109.2.3
SA-PAIA 4-2003 Sec109(2)(d)(i),109.2.4.9
SA-PAIA 4-2003 Sec109(2)(d)(ii),109.2.4.34
SA-PAIA 4-2003 Sec109(2)(d)(iii),109.2.4.3
SA-PAIA 4-2003 Sec109(2)(e),109.2.5
SA-PAIA 4-2003 Sec109(3)(a),109.3.1
SA-PAIA 4-2003 Sec109(3)(b),109.3.2
SA-PAIA 4-2003 Sec109(3)(c),109.3.3
SA-PAIA 4-2003 Sec109(3)(d),109.3.4
SA-PAIA 4-2003 Sec109(3)(e),109.3.5
SA-PAIA 4-2003 Sec109(3)(f),109.3.6
SA-PAIA 4-2003 Sec109(3)(g),109.3.7
SA-PAIA 4-2003 Sec109(3)(h),109.3.8
SA-PAIA 4-2003 Sec109(4),109.4
SA-PAIA 4-2003 Sec109(5),109.5
SA-PAIA 4-2003 Sec109(6),109.6
SA-PAIA 4-2003 Sec109(7),109.7
SA-PAIA 4-2003 Sec109(8),109.8
SA-PAIA 4-2003 Sec109(9),109.9
SA-PAIA 4-2003 Sec11(1)(a),11.1.1
SA-PAIA 4-2003 Sec11(1)(b),11.1.2
SA-PAIA 4-2003 Sec11(1)(c),11.1.3
SA-PAIA 4-2003 Sec11(1)(d),11.1.4
SA-PAIA 4-2003 Sec11(1)(e),11.1.5
SA-PAIA 4-2003 Sec11(1)(f),11.1.6
SA-PAIA 4-2003 Sec11(2)(a),11.2.1
SA-PAIA 4-2003 Sec11(2)(b),11.2.2
SA-PAIA 4-2003 Sec11(3)(a),11.3.1
SA-PAIA 4-2003 Sec11(3)(b),11.3.2
SA-PAIA 4-2003 Sec11(4),11.4
SA-PAIA 4-2003 Sec110,110
SA-PAIA 4-2003 Sec111(1)(a),111.1.1
SA-PAIA 4-2003 Sec111(1)(b),111.1.2
SA-PAIA 4-2003 Sec111(2),111.2
SA-PAIA 4-2003 Sec112(1)(a),112.1.1
SA-PAIA 4-2003 Sec112(1)(b),112.1.2
SA-PAIA 4-2003 Sec112(2)(a),112.2.1
SA-PAIA 4-2003 Sec112(2)(b),112.2.2
SA-PAIA 4-2003 Sec112(2)(c),112.2.3
SA-PAIA 4-2003 Sec112(2)(d),112.2.4
SA-PAIA 4-2003 Sec112(2)(e),112.2.5
SA-PAIA 4-2003 Sec112(2)(f),112.2.6
SA-PAIA 4-2003 Sec112(2)(g),112.2.7
SA-PAIA 4-2003 Sec112(2)(h),112.2.8
SA-PAIA 4-2003 Sec112(2)(i),112.2.9
SA-PAIA 4-2003 Sec112(2)(j),112.2.10
SA-PAIA 4-2003 Sec112(2)(k),112.2.11
SA-PAIA 4-2003 Sec112(2)(l),112.2.12
SA-PAIA 4-2003 Sec112(2)(m),112.2.13
SA-PAIA 4-2003 Sec113(1)(a),113.1.1
SA-PAIA 4-2003 Sec113(1)(b),113.1.2
SA-PAIA 4-2003 Sec113(1)(c),113.1.3
SA-PAIA 4-2003 Sec113(2)(a),113.2.1
SA-PAIA 4-2003 Sec113(2)(b),113.2.2
SA-PAIA 4-2003 Sec113(3)(a),113.3.1
SA-PAIA 4-2003 Sec113(3)(b),113.3.2
SA-PAIA 4-2003 Sec113(3)(c),113.3.3
SA-PAIA 4-2003 Sec113(4)(a),113.4.1
SA-PAIA 4-2003 Sec113(4)(b),113.4.2
SA-PAIA 4-2003 Sec113(5)(a),113.5.1
SA-PAIA 4-2003 Sec113(5)(b),113.5.2
SA-PAIA 4-2003 Sec114(1),114.1
SA-PAIA 4-2003 Sec114(2),114.2
SA-PAIA 4-2003 Sec114(3),114.3
SA-PAIA 4-2003 Sec114(4),114.4
SA-PAIA 4-2003 Sec115(1),115.1
SA-PAIA 4-2003 Sec115(2),115.2
SA-PAIA 4-2003 Sec12(1),12.1
SA-PAIA 4-2003 Sec12(2)(a),12.2.1
SA-PAIA 4-2003 Sec12(2)(b),12.2.2
SA-PAIA 4-2003 Sec12(2)(c),12.2.3
SA-PAIA 4-2003 Sec12(2)(d)(i),12.2.4.9
SA-PAIA 4-2003 Sec12(2)(d)(ii),12.2.4.34
SA-PAIA 4-2003 Sec12(2)(d)(iii),12.2.4.3
SA-PAIA 4-2003 Sec12(2)(d)(iv),12.2.4.4
SA-PAIA 4-2003 Sec12(2)(d)(v),12.2.4.22
SA-PAIA 4-2003 Sec12(2)(e),12.2.5
SA-PAIA 4-2003 Sec12(2)(f),12.2.6
SA-PAIA 4-2003 Sec13(1),13.1
SA-PAIA 4-2003 Sec13(2),13.2
SA-PAIA 4-2003 Sec14(1)(a),14.1.1
SA-PAIA 4-2003 Sec14(1)(b),14.1.2
SA-PAIA 4-2003 Sec14(1)(c),14.1.3
SA-PAIA 4-2003 Sec14(1)(d),14.1.4
SA-PAIA 4-2003 Sec14(2),14.2
SA-PAIA 4-2003 Sec14(3)(a),14.3.1
SA-PAIA 4-2003 Sec14(3)(b),14.3.2
SA-PAIA 4-2003 Sec14(4),14.4
SA-PAIA 4-2003 Sec14(5),14.5
SA-PAIA 4-2003 Sec14(6)(a),14.6.1
SA-PAIA 4-2003 Sec14(6)(b),14.6.2
SA-PAIA 4-2003 Sec14(6)(c),14.6.3
SA-PAIA 4-2003 Sec14(6)(d),14.6.4
SA-PAIA 4-2003 Sec14(7),14.7
SA-PAIA 4-2003 Sec14(8),14.8
SA-PAIA 4-2003 Sec15(1),15.1
SA-PAIA 4-2003 Sec15(2)(a),15.2.1
SA-PAIA 4-2003 Sec15(2)(b),15.2.2
SA-PAIA 4-2003 Sec15(2)(c),15.2.3
SA-PAIA 4-2003 Sec15(2)(d),15.2.4
SA-PAIA 4-2003 Sec15(2)(e),15.2.5
SA-PAIA 4-2003 Sec15(3)(a),15.3.1
SA-PAIA 4-2003 Sec15(3)(b),15.3.2
SA-PAIA 4-2003 Sec15(3)(c)(i),15.3.3.9
SA-PAIA 4-2003 Sec15(3)(c)(ii),15.3.3.34
SA-PAIA 4-2003 Sec15(3)(c)(iii),15.3.3.3
SA-PAIA 4-2003 Sec15(3)(c)(iv),15.3.3.4
SA-PAIA 4-2003 Sec15(3)(d)(i),15.3.4.9
SA-PAIA 4-2003 Sec15(3)(d)(ii),15.3.4.34
SA-PAIA 4-2003 Sec15(3)(e),15.3.5
SA-PAIA 4-2003 Sec15(3)(f),15.3.6
SA-PAIA 4-2003 Sec16(1),16.1
SA-PAIA 4-2003 Sec16(2),16.2
SA-PAIA 4-2003 Sec17,17
SA-PAIA 4-2003 Sec18(1)(a),18.1.1
SA-PAIA 4-2003 Sec18(1)(b),18.1.2
SA-PAIA 4-2003 Sec18(1)(c),18.1.3
SA-PAIA 4-2003 Sec18(1)(d),18.1.4
SA-PAIA 4-2003 Sec18(1)(e),18.1.5
SA-PAIA 4-2003 Sec18(1)(f),18.1.6
SA-PAIA 4-2003 Sec18(1)(g),18.1.7
SA-PAIA 4-2003 Sec18(1)(h)(i),18.1.8.9
SA-PAIA 4-2003 Sec18(1)(h)(ii),18.1.8.34
SA-PAIA 4-2003 Sec18(1)(h)(iii),18.1.8.3
SA-PAIA 4-2003 Sec18(1)(h)(iv),18.1.8.4
SA-PAIA 4-2003 Sec18(1)(h)(v),18.1.8.22
SA-PAIA 4-2003 Sec18(2)(a),18.2.1
SA-PAIA 4-2003 Sec18(2)(b),18.2.2
SA-PAIA 4-2003 Sec18(3),18.3
SA-PAIA 4-2003 Sec18(4)(a),18.4.1
SA-PAIA 4-2003 Sec18(4)(b),18.4.2
SA-PAIA 4-2003 Sec18(4)(c)(i),18.4.3.9
SA-PAIA 4-2003 Sec18(4)(c)(ii),18.4.3.34
SA-PAIA 4-2003 Sec18(4)(c)(iii),NULL
SA-PAIA 4-2003 Sec18(4)(c)(iv),NULL
SA-PAIA 4-2003 Sec18(4)(d),18.4.4
SA-PAIA 4-2003 Sec18(4)(e),18.4.5
SA-PAIA 4-2003 Sec18(4)(f)(i),18.4.6.9
SA-PAIA 4-2003 Sec18(4)(f)(ii),18.4.6.34
SA-PAIA 4-2003 Sec19(1)(a),19.1.1
SA-PAIA 4-2003 Sec19(1)(b),19.1.2
SA-PAIA 4-2003 Sec19(2)(a),19.2.1
SA-PAIA 4-2003 Sec19(2)(b),19.2.2
SA-PAIA 4-2003 Sec19(2)(c),19.2.3
SA-PAIA 4-2003 Sec19(2)(d),19.2.4
SA-PAIA 4-2003 Sec19(3),19.3
SA-PAIA 4-2003 Sec20(a),20.1
SA-PAIA 4-2003 Sec20(b),20.2
SA-PAIA 4-2003 Sec21(1),21.1
SA-PAIA 4-2003 Sec21(2),21.2
SA-PAIA 4-2003 Sec22(1)(a),22.1.1
SA-PAIA 4-2003 Sec22(1)(b),22.1.2
SA-PAIA 4-2003 Sec22(2),22.2
SA-PAIA 4-2003 Sec22(3),22.3
SA-PAIA 4-2003 Sec22(4)(a),22.4.1
SA-PAIA 4-2003 Sec22(4)(b),22.4.2
SA-PAIA 4-2003 Sec22(4)(c),22.4.3
SA-PAIA 4-2003 Sec22(4)(d),22.4.4
SA-PAIA 4-2003 Sec22(4)(e),22.4.5
SA-PAIA 4-2003 Sec22(5)(a),22.5.1
SA-PAIA 4-2003 Sec22(5)(b),22.5.2
SA-PAIA 4-2003 Sec22(5)(c),22.5.3
SA-PAIA 4-2003 Sec22(5)(d),22.5.4
SA-PAIA 4-2003 Sec22(6),22.6
SA-PAIA 4-2003 Sec23(1)(a),23.1.1
SA-PAIA 4-2003 Sec23(1)(b)(i),23.1.2.9
SA-PAIA 4-2003 Sec23(1)(b)(ii),23.1.2.34
SA-PAIA 4-2003 Sec23(1)(b)(iii),NULL
SA-PAIA 4-2003 Sec23(1)(b)(iv),23.1.2.4
SA-PAIA 4-2003 Sec23(2),23.2
SA-PAIA 4-2003 Sec23(3)(a),23.3.1
SA-PAIA 4-2003 Sec23(3)(b),23.3.2
SA-PAIA 4-2003 Sec23(4)(a),23.4.1
SA-PAIA 4-2003 Sec23(4)(b),23.4.2
SA-PAIA 4-2003 Sec23(5),23.5
SA-PAIA 4-2003 Sec24(1)(a),24.1.1
SA-PAIA 4-2003 Sec24(1)(b),24.1.2
SA-PAIA 4-2003 Sec24(2)(a),24.2.1
SA-PAIA 4-2003 Sec24(2)(b),24.2.2
SA-PAIA 4-2003 Sec24(2)(c),24.2.3
SA-PAIA 4-2003 Sec24(2)(d),24.2.4
SA-PAIA 4-2003 Sec24(3),3.24
SA-PAIA 4-2003 Sec24(4),24.4
SA-PAIA 4-2003 Sec25,25
SA-PAIA 4-2003 Sec26(a),26.1
SA-PAIA 4-2003 Sec26(b)(i),26.2.9
SA-PAIA 4-2003 Sec26(b)(ii),26.2.34
SA-PAIA 4-2003 Sec27(1)(a),27.1.1
SA-PAIA 4-2003 Sec27(1)(b),27.1.2
SA-PAIA 4-2003 Sec27(1)(c),27.1.3
SA-PAIA 4-2003 Sec27(1)(d)(i),27.1.4.9
SA-PAIA 4-2003 Sec27(1)(d)(ii),27.1.4.34
SA-PAIA 4-2003 Sec27(1)(e),27.1.5
SA-PAIA 4-2003 Sec27(1)(f),27.1.6
SA-PAIA 4-2003 Sec27(2),27.2
SA-PAIA 4-2003 Sec27(3),27.3
SA-PAIA 4-2003 Sec28(1)(a)(i),28.1.1.9
SA-PAIA 4-2003 Sec28(1)(a)(ii),28.1.1.34
SA-PAIA 4-2003 Sec28(1)(b),28.1.2
SA-PAIA 4-2003 Sec28(1)(c),28.1.3
SA-PAIA 4-2003 Sec28(2)(a),28.2.1
SA-PAIA 4-2003 Sec28(2)(b),28.2.2
SA-PAIA 4-2003 Sec28(3),28.3
SA-PAIA 4-2003 Sec29(a),29.1
SA-PAIA 4-2003 Sec29(b),29.2
SA-PAIA 4-2003 Sec30(1),30.1
SA-PAIA 4-2003 Sec30(2),30.2
SA-PAIA 4-2003 Sec31(1)(a),31.1.1
SA-PAIA 4-2003 Sec31(1)(b)(i),31.1.2.9
SA-PAIA 4-2003 Sec31(1)(b)(ii)(aa),31.1.2.34.26
SA-PAIA 4-2003 Sec31(1)(b)(ii)(bb),31.1.2.34.27
SA-PAIA 4-2003 Sec31(1)(b)(ii)(cc),31.1.2.34.28
SA-PAIA 4-2003 Sec31(1)(b)(iii),31.1.2.3
SA-PAIA 4-2003 Sec31(2),31.2
SA-PAIA 4-2003 Sec32(1)(a),32.1.1
SA-PAIA 4-2003 Sec32(1)(b)(i),32.1.2.9
SA-PAIA 4-2003 Sec32(1)(b)(ii),32.1.2.34
SA-PAIA 4-2003 Sec32(1)(b)(iii),32.1.2.3
SA-PAIA 4-2003 Sec32(1)(c),32.1.3
SA-PAIA 4-2003 Sec32(1)(d),32.1.4
SA-PAIA 4-2003 Sec32(1)(e),32.1.5
SA-PAIA 4-2003 Sec32(1)(f)(i),32.1.6.9
SA-PAIA 4-2003 Sec32(1)(f)(ii),32.1.6.34
SA-PAIA 4-2003 Sec32(2),32.2
SA-PAIA 4-2003 Sec32(3),32.3
SA-PAIA 4-2003 Sec32(4),32.4
SA-PAIA 4-2003 Sec32(5)(a),32.5.1
SA-PAIA 4-2003 Sec32(5)(b),32.5.2
SA-PAIA 4-2003 Sec32(6),32.6
SA-PAIA 4-2003 Sec33(1),33.1
SA-PAIA 4-2003 Sec33(2),33.2
SA-PAIA 4-2003 Sec33(3),33.3
SA-PAIA 4-2003 Sec34 ,NULL
SA-PAIA 4-2003 Sec35(1)(a),35.1.1
SA-PAIA 4-2003 Sec35(1)(b),35.1.2
SA-PAIA 4-2003 Sec35(1)(c),35.1.3
SA-PAIA 4-2003 Sec35(1)(d)(i),35.1.4.9
SA-PAIA 4-2003 Sec35(1)(d)(ii),35.1.4.34
SA-PAIA 4-2003 Sec35(1)(e),35.1.5
SA-PAIA 4-2003 Sec35(2),35.2
SA-PAIA 4-2003 Sec35(3)(a)(i),35.3.1.9
SA-PAIA 4-2003 Sec35(3)(a)(ii),35.3.1.34
SA-PAIA 4-2003 Sec35(3)(b)(i),35.3.2.9
SA-PAIA 4-2003 Sec35(3)(b)(ii),35.3.2.34
SA-PAIA 4-2003 Sec35(3)(b)(iii),35.3.2.3
SA-PAIA 4-2003 Sec35(3)(c),35.3.3
SA-PAIA 4-2003 Sec35(3)(d),35.3.4
SA-PAIA 4-2003 Sec36(a),36.1
SA-PAIA 4-2003 Sec36(b),36.2
SA-PAIA 4-2003 Sec37(1)(a),37.1.1
SA-PAIA 4-2003 Sec37(1)(b),37.1.2
SA-PAIA 4-2003 Sec37(2)(a),37.2.1
SA-PAIA 4-2003 Sec37(2)(b),37.2.2
SA-PAIA 4-2003 Sec37(2)(c),37.2.3
SA-PAIA 4-2003 Sec37(2)(d),37.2.4
SA-PAIA 4-2003 Sec37(2)(e),37.2.5
SA-PAIA 4-2003 Sec37(2)(f),37.2.6
SA-PAIA 4-2003 Sec37(3),37.3
SA-PAIA 4-2003 Sec38(1),38.1
SA-PAIA 4-2003 Sec38(2)(a)(i),38.2.1.9
SA-PAIA 4-2003 Sec38(2)(b)(ii),38.2.2.34
SA-PAIA 4-2003 Sec39(a),39.1
SA-PAIA 4-2003 Sec39(b),39.2
SA-PAIA 4-2003 Sec39(c),39.3
SA-PAIA 4-2003 Sec39(d),39.4
SA-PAIA 4-2003 Sec4(1)(a),4.1.1
SA-PAIA 4-2003 Sec4(1)(b),4.1.2
SA-PAIA 4-2003 Sec4(1)(c),4.1.3
SA-PAIA 4-2003 Sec4(1)(d),4.1.4
SA-PAIA 4-2003 Sec4(1)(e),4.1.5
SA-PAIA 4-2003 Sec4(1)(f),4.1.6
SA-PAIA 4-2003 Sec4(1)(g),4.1.7
SA-PAIA 4-2003 Sec4(1)(h),4.1.8
SA-PAIA 4-2003 Sec4(2)(a),4.2.1
SA-PAIA 4-2003 Sec4(2)(b),4.2.2
SA-PAIA 4-2003 Sec4(3)(a),4.3.1
SA-PAIA 4-2003 Sec4(3)(b),4.3.2
SA-PAIA 4-2003 Sec4(4)(a),4.4.1
SA-PAIA 4-2003 Sec4(4)(b),4.4.2
SA-PAIA 4-2003 Sec4(5),4.5
SA-PAIA 4-2003 Sec4(6),4.6
SA-PAIA 4-2003 Sec4(7),4.7
SA-PAIA 4-2003 Sec40(1)(a)(i),40.1.1.9
SA-PAIA 4-2003 Sec40(1)(a)(ii),40.1.1.34
SA-PAIA 4-2003 Sec40(1)(a)(iii),40.1.1.3
SA-PAIA 4-2003 Sec40(1)(a)(iv),40.1.1.4
SA-PAIA 4-2003 Sec40(1)(a)(v),40.1.1.22
SA-PAIA 4-2003 Sec40(1)(b)(i),40.1.2.9
SA-PAIA 4-2003 Sec40(1)(b)(ii),40.1.2.34
SA-PAIA 4-2003 Sec40(1)(b)(iii),40.1.2.3
SA-PAIA 4-2003 Sec40(1)(b)(iv),40.1.2.4
SA-PAIA 4-2003 Sec40(1)(b)(ix)(aa),40.1.2.9.26
SA-PAIA 4-2003 Sec40(1)(b)(ix)(bb),40.1.2.9.27
SA-PAIA 4-2003 Sec40(1)(b)(v),40.1.2.22
SA-PAIA 4-2003 Sec40(1)(b)(vi),40.1.2.6
SA-PAIA 4-2003 Sec40(1)(b)(vii),40.1.2.7
SA-PAIA 4-2003 Sec40(1)(b)(viii),40.1.2.8
SA-PAIA 4-2003 Sec40(1)(c)(i),40.1.3.9
SA-PAIA 4-2003 Sec40(1)(c)(ii),40.1.3.34
SA-PAIA 4-2003 Sec40(1)(c)(iii),40.1.3.3
SA-PAIA 4-2003 Sec40(1)(d)(i),40.1.4.9
SA-PAIA 4-2003 Sec40(1)(d)(ii),40.1.4.34
SA-PAIA 4-2003 Sec40(1)(d)(iii),40.1.4.3
SA-PAIA 4-2003 Sec40(1)(d)(iv),40.1.4.4
SA-PAIA 4-2003 Sec40(1)(e)(i),40.1.5.9
SA-PAIA 4-2003 Sec40(1)(e)(ii),40.1.5.34
SA-PAIA 4-2003 Sec40(1)(f)(i),40.1.6.9
SA-PAIA 4-2003 Sec40(1)(f)(ii),40.1.6.34
SA-PAIA 4-2003 Sec40(1)(f)(iii),40.1.6.3
SA-PAIA 4-2003 Sec40(1)(g),40.1.7
SA-PAIA 4-2003 Sec40(1)(h)(i),40.1.8.9
SA-PAIA 4-2003 Sec40(1)(h)(ii),40.1.8.34
SA-PAIA 4-2003 Sec40(1)(h)(iii),40.1.8.3
SA-PAIA 4-2003 Sec40(1)(h)(iv),40.1.8.4
SA-PAIA 4-2003 Sec40(2),40.2
SA-PAIA 4-2003 Sec40(3),40.3
SA-PAIA 4-2003 Sec40(4),40.4
SA-PAIA 4-2003 Sec41(1)(a)(i),41.1.1.9
SA-PAIA 4-2003 Sec41(1)(a)(ii),41.1.1.34
SA-PAIA 4-2003 Sec41(1)(b)(i),41.1.2.9
SA-PAIA 4-2003 Sec41(1)(b)(ii),41.1.2.34
SA-PAIA 4-2003 Sec41(1)(c),41.1.3
SA-PAIA 4-2003 Sec41(1)(d)(i),41.1.4.9
SA-PAIA 4-2003 Sec41(1)(d)(ii),41.1.4.34
SA-PAIA 4-2003 Sec41(1)(e),41.1.5
SA-PAIA 4-2003 Sec41(1)(f),41.1.6
SA-PAIA 4-2003 Sec41(1)(g)(i),41.1.7.9
SA-PAIA 4-2003 Sec41(1)(g)(ii),41.1.7.34
SA-PAIA 4-2003 Sec41(1)(g)(iii),41.1.7.3
SA-PAIA 4-2003 Sec41(1)(g)(iv),41.1.7.4
SA-PAIA 4-2003 Sec41(1)(g)(v),41.1.7.22
SA-PAIA 4-2003 Sec41(1)(g)(vi),41.1.7.6
SA-PAIA 4-2003 Sec41(1)(g)(vii),41.1.7.7
SA-PAIA 4-2003 Sec41(2)(a),41.2.1
SA-PAIA 4-2003 Sec41(2)(b)(i),41.2.2.9
SA-PAIA 4-2003 Sec41(2)(b)(ii),41.2.2.34
SA-PAIA 4-2003 Sec41(3),41.3
SA-PAIA 4-2003 Sec41(4),41.4
SA-PAIA 4-2003 Sec41(5),41.5
SA-PAIA 4-2003 Sec41(6)(a)(i),41.6.1.9
SA-PAIA 4-2003 Sec41(6)(a)(ii),41.6.1.34
SA-PAIA 4-2003 Sec41(6)(a)(iii),41.6.1.3
SA-PAIA 4-2003 Sec41(6)(b),41.6.2
SA-PAIA 4-2003 Sec41(6)(c)(i),41.6.3.9
SA-PAIA 4-2003 Sec41(6)(c)(ii),41.6.3.34
SA-PAIA 4-2003 Sec42(1)(a),42.1.1
SA-PAIA 4-2003 Sec42(1)(b),42.1.2
SA-PAIA 4-2003 Sec42(1)(c),42.1.3
SA-PAIA 4-2003 Sec42(1)(d),42.1.4
SA-PAIA 4-2003 Sec42(1)(e),42.1.5
SA-PAIA 4-2003 Sec42(2)(a),42.2.1
SA-PAIA 4-2003 Sec42(2)(b),42.2.2
SA-PAIA 4-2003 Sec43(1)(a),43.1.1
SA-PAIA 4-2003 Sec43(1)(b),43.1.2
SA-PAIA 4-2003 Sec43(2)(a)(i),43.2.1.9
SA-PAIA 4-2003 Sec43(2)(a)(ii),43.2.1.34
SA-PAIA 4-2003 Sec43(2)(b),43.2.2
SA-PAIA 4-2003 Sec60(4)(c),60.4.3
SA-PAIA 4-2003 Sec43(2)(c),43.2.3
SA-PAIA 4-2003 Sec44(1)(a),44.1.1
SA-PAIA 4-2003 Sec44(1)(b),44.1.2
SA-PAIA 4-2003 Sec44(1)(c),44.1.3
SA-PAIA 4-2003 Sec44(1)(d),44.1.4
SA-PAIA 4-2003 Sec44(2)(a),44.2.1
SA-PAIA 4-2003 Sec44(2)(b),2.2.44
SA-PAIA 4-2003 Sec44(2)(c),44.2.3
SA-PAIA 4-2003 Sec44(2)(d),44.2.4
SA-PAIA 4-2003 Sec44(2)(e)(i),44.2.5.9
SA-PAIA 4-2003 Sec44(2)(e)(ii),44.2.5.34
SA-PAIA 4-2003 Sec44(3),44.3
